,T98G,RD,A-673,L-1236,786-0,A498,A549,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-15,HCT116,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231,MDA-MB-468,MOLT-4,NCI-H226,NCI-H322M,NCI-H522,NCIH23,OVCAR-4,OVCAR-5,OVCAR-8,OVCAR3,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC62,UO-31,TC-71,HDLM-2,L-428,A2780,A375,A427,ES2,HT144,LOVO,MDAMB436,NCIH1650,NCIH2122,NCIH520,OCUBM,OV90,PA1,RKO,RPMI7951,SKMES1,SW837,UWB1289,VCAP,A2058
HMG20B,7.680168783,6.907972247,7.256357187,6.745825335,7.941606057,7.535182289,6.506266715,6.590227923,7.656673088,6.876503157,6.604856508,5.403633886,8.038381988,7.475707868,6.998446741,8.281425797,7.531766749,6.866154111,7.173798828,8.316618238,7.009408671,7.900947747,7.66399821,7.289126653,7.81292262,9.333906208,7.963851467,7.713021829,7.852056014,7.198302539,6.887190511,7.059258837,7.289649862,8.463365117,6.082827953,7.167333282,7.44537648,6.646346239,7.704097998,6.491814497,6.733229252,6.712489677,8.431648442,7.424000842,9.086456651,10.20285585,9.341692579,7.355715873,7.230499568,7.333456187,6.684218471,5.619932799,7.827177282,7.239008995,7.090292852,7.574915738,7.92184449,7.328769999,7.557219447,6.791440567,6.840246376,6.716196579,8.741033269,8.153345144,7.536065851,9.998197753,7.355081329,7.925310213,7.23611015,6.160427958,8.225171568,9.279429611,5.769563487,7.722471565,7.254503014,7.855996998,7.524444843,6.182458109,7.14836948,6.312255395,7.94661415
PIN1,5.3050928,5.802409672,6.521698157,5.553784706,6.074006323,5.183846457,5.383963306,4.823274404,5.688164542,5.653524136,6.702764434,4.922631274,6.509867047,4.941929392,4.589484465,5.68281341,4.920968996,4.818341951,5.280201407,5.929487933,4.569104085,5.24588753,5.563052842,5.662499003,4.916264451,5.969432779,4.449576644,6.059973694,7.493562116,6.088619487,6.257435546,5.135202385,5.716618839,5.325399381,6.05936545,5.324175583,5.221570674,5.170505407,6.589142428,5.086713856,5.339207871,5.987241698,6.439284896,5.401243439,5.284758473,5.75654138,5.149088436,5.586758031,5.431998195,5.684780697,5.611215525,4.925464513,4.836115979,6.098284658,5.583788327,6.155823237,5.813071125,4.953282033,5.844833435,6.062717112,6.490004048,5.546794103,5.605637497,5.559404669,5.170431673,5.149381755,4.861162465,5.372024889,4.918082421,4.937657832,6.527187511,5.337608202,4.777124491,6.880280072,5.34155183,5.374965913,5.209737699,3.935414522,5.641298859,4.592313049,4.744854319
LAGE3,3.594688819,3.485275985,3.617781402,4.407548075,3.65067516,4.384319988,3.818559333,3.801875423,3.963111534,3.634721553,4.269119266,4.617134065,3.362160434,3.798692106,4.779092003,3.799659453,3.787568115,3.429233503,3.800188129,3.576007184,3.842066272,3.413189859,4.041496718,3.711711485,3.629202616,4.456634346,3.788487188,3.544795873,3.780881804,4.437846217,3.669092,3.965041534,3.78494676,4.025943069,4.309011578,3.398497855,4.078689185,3.685424471,3.737208917,4.784677193,3.672792807,3.949217235,3.854224523,3.846630446,4.602377185,3.940090674,3.903549634,3.819685629,3.963796467,3.765079569,4.228892869,4.068912394,3.732309662,3.566433693,3.494882227,3.448663289,3.622626588,3.670021582,4.607647322,4.206994387,3.840202407,3.989159402,3.321633975,3.678870433,3.670671715,3.806989723,3.64836211,4.168836234,3.858466356,4.089057444,3.915163953,4.064736001,3.874509179,3.718168887,3.579718318,3.480703465,3.934125805,5.504285557,3.555527605,4.370143325,3.854609703
TNFRSF21,6.935388176,7.2226021,4.37798717,3.123848519,5.033876343,4.364134583,6.407663383,5.058067777,4.918057275,6.071858883,5.44729321,6.105052159,6.380287203,5.406568534,6.277066892,6.019983271,7.392550451,7.728351373,6.263857142,6.775887988,7.780393262,5.771971003,2.857452375,6.811250675,5.473313916,6.195850684,4.481324016,5.810831227,6.876503442,5.16785033,4.351501126,7.202301225,4.86949301,5.901761778,7.018612967,8.902490079,4.067502927,5.866398808,8.947419126,4.267517235,5.470520976,4.03071837,3.093523002,2.944528419,4.358539531,4.23440779,5.561372376,5.361597284,3.181918878,7.377911283,5.037583183,5.509985665,4.964573055,5.230454267,6.096648817,5.055795553,7.715400104,7.073487697,3.26006831,3.048847706,3.569722096,3.449180862,6.226912825,3.819488937,5.960483251,7.94208101,6.770712019,4.654891274,7.492003928,5.963803973,4.579168182,5.565089286,8.074235761,7.765363317,4.796373919,6.864556027,5.473465715,6.319442879,5.605216476,4.877913212,4.84189299
KIF14,6.47546321,5.74248614,6.932554491,7.129613082,4.684678023,6.230352673,5.492857363,4.187511452,6.846626713,5.569311172,7.29053,3.726384204,6.325894104,5.508277081,5.30231838,4.966603046,5.689660581,4.674323617,5.04975901,5.970098449,5.355909107,5.86271982,7.350955281,7.055507359,3.324250573,6.656945491,5.868476527,7.640589383,7.403676328,6.759030003,6.845909664,4.989318277,6.315045968,6.711986805,6.114373259,5.714382241,3.710207686,5.951677065,5.579992355,6.133084475,6.272669116,6.854204098,5.319063184,7.396946713,5.742905143,4.78834293,5.120016679,3.064849946,6.66783914,5.656686647,7.165003501,4.188890076,4.081435117,7.919971994,7.065480687,3.180650135,5.802753861,4.543463531,6.196367689,6.610791308,7.254669999,5.871592834,5.175593409,4.581549292,4.578373467,3.911187836,4.052422062,7.98679275,5.906968267,6.864672015,6.375139339,6.179767706,5.734059493,5.379483157,5.151809802,5.007527019,6.382018589,4.285273884,6.514397391,4.149893409,6.053817253
DUSP6,5.086928062,11.36251593,10.3338663,5.87905951,7.675314542,3.423900752,7.498293182,5.634442998,7.484309241,4.344809513,8.062130916,9.451457589,5.233662973,5.168712148,7.563566608,7.308532929,11.24467988,8.825836247,9.388384397,6.906357555,9.415820981,10.64409341,3.139009763,10.27158878,9.296289907,8.936333283,3.67873148,9.020421058,5.586485084,4.622450427,5.012200736,8.025096914,8.988105007,9.445352755,3.902753645,9.379866034,3.715670616,5.079729485,9.520353148,6.565301342,4.82318053,5.678727593,8.311157179,4.115051989,10.65487358,8.697895492,8.898913643,7.512913674,5.677131808,4.421837279,7.017194421,9.481762615,5.763516479,5.177334787,8.313368859,10.09945551,9.474817567,5.781554139,8.047191537,3.475567152,10.18190756,10.49705657,10.02135814,10.06150319,8.902940515,9.866165323,7.997780747,3.207457551,6.40027844,8.735206333,9.937923925,5.451278428,8.9269999,10.17614471,10.26197402,7.725170239,6.38154617,7.439017872,7.886345727,3.804757299,8.55276571
CYB561,5.165954549,3.593811561,3.620066039,3.535037672,3.894039309,5.48765065,3.851221116,3.869097519,3.9057822,4.359728211,3.324023955,5.35879761,4.005162497,5.02558311,4.622450424,4.54226839,4.863448607,3.984010149,4.749837935,3.823616165,5.220304633,3.902546251,4.369620197,5.439306183,3.673086432,3.836907746,5.675236432,4.192322146,5.21060821,3.478515024,3.543893186,4.95507008,3.614161624,3.693790952,4.100642286,4.520745499,3.918188418,4.636607839,5.758474788,4.800522972,4.040619717,3.863537508,6.241010635,3.587044484,3.960898583,3.525805751,3.530024125,4.397344043,3.524757006,3.872259754,5.357287163,5.021498163,6.118776202,4.74024063,3.875358744,3.451182801,4.405661837,3.678353921,3.962474339,4.336309258,3.585923228,3.658912186,4.04601348,4.180284924,3.568651632,3.993614832,4.746714931,3.817156779,5.393077878,5.158607354,4.053364331,7.674190524,3.497877491,3.585253663,4.145486837,3.779529177,5.249816782,4.785877567,4.424701893,4.99471725,3.918999146
HTRA1,7.302852879,4.335459297,3.442332875,3.322647545,10.75982003,9.361661876,8.965147428,8.693519222,9.661526305,4.882837048,3.28439607,3.258880486,7.31217024,9.672476105,2.87662844,4.077554447,3.066504295,9.739752806,4.286863497,9.062252125,3.479292633,8.071948194,3.572020225,3.372750775,3.445285702,8.288153339,7.062606373,7.321067819,3.407801368,3.251641913,8.303892427,6.193348586,6.791125104,4.731975983,6.003318247,8.74727838,4.683619458,3.898481036,8.399975662,3.802759203,9.84886835,6.111859348,10.39367298,10.28274879,4.865489605,11.1949256,8.487484882,9.167121927,8.96266749,11.39944334,3.604419429,8.391736167,4.396175217,8.332948142,10.21539958,8.594965895,9.700293165,6.95383364,3.338943378,3.404197933,3.367354991,3.291712308,9.812052469,8.369651014,6.431982485,9.256219642,8.281783889,4.613219325,5.553095245,9.305605165,7.207008329,7.543498125,3.62254409,3.601670189,3.562539448,8.869353615,8.655763795,7.234958529,3.569586232,4.384604262,10.34944453
WASF3,5.917194015,6.859964108,5.436080352,3.512369411,4.298573524,5.46601727,3.786272354,5.258737686,7.845673766,7.140044461,3.81754305,4.43174358,6.439690475,4.416415878,5.393977679,4.483656304,5.315628281,6.85893898,5.915486541,3.73294576,3.971156387,7.531701463,3.763878367,3.566344718,3.628020146,7.778230036,7.504626753,7.487298209,4.009344201,4.064712405,6.356860654,4.499084902,7.752352265,7.413683251,4.048333712,3.998635146,7.012024063,6.311108533,6.05412274,3.492302448,3.834379615,7.618927395,5.703423992,4.666731005,4.23152751,7.254976161,7.917678146,7.57911841,3.825885194,7.112400793,4.829310425,6.732393773,3.623367788,6.346451706,6.250449083,8.189295048,7.193050742,6.211429953,3.47314757,3.873956696,5.120713882,8.322527035,7.053887913,7.063021293,7.134490455,7.219537266,5.127548056,7.599835264,6.834631967,7.216067702,6.979996899,3.867863608,3.762302829,8.14249972,3.772057713,7.334180111,4.861004854,3.847231223,8.332647248,9.273391544,5.258516115
TSPAN6,5.663851087,7.989480629,7.301344404,3.329405721,6.604500422,6.669264005,8.495960743,7.582704874,6.38314753,7.642674875,3.298316444,7.06500493,6.71850925,7.956698377,6.943670471,7.578433377,7.571164618,9.101912591,7.676336426,5.138861086,7.356123052,8.14497334,3.234700961,6.865208747,7.56930072,7.572672449,7.625013072,7.78398332,8.680800426,3.240919462,5.807695273,8.865684699,8.827197527,7.319615658,8.052855726,8.04905024,7.84071888,8.446626403,8.65509038,3.187008626,4.695054473,7.59465835,7.062743796,7.710807492,7.844803042,7.485004321,8.598819621,7.284217851,7.595934044,7.470772217,3.165485544,7.822306738,7.342996418,7.535855948,6.534257377,8.236894379,7.474970705,7.852425763,7.138348516,3.09615759,3.179177414,7.756050865,6.332266447,7.87842557,7.173434953,6.28512031,6.218309016,7.277258405,8.192389891,7.730894879,7.505294216,7.998019399,8.33134075,8.729974338,7.04394435,6.073319592,6.89426107,8.14104427,8.209124253,5.348022884,7.074533486
FBXO21,7.155812996,7.657042042,7.804291252,6.255009768,7.648617774,7.206610233,8.150470179,8.408157527,6.436609223,7.284777334,7.197193143,7.914884742,7.20302707,7.493688723,7.657956238,7.748377038,7.275821648,7.735697291,7.368624446,6.904913884,7.811455972,7.360699034,5.955428197,7.616752935,7.787356564,7.195731899,7.913420983,7.555707419,6.66445873,6.95781084,7.63313021,7.073545752,7.620679774,7.243977156,6.850037339,6.993521086,7.510483788,7.310451184,8.079401402,6.912403426,6.100439346,7.003227185,7.514544591,6.801012133,6.915650158,6.686363712,7.473103243,7.05930895,7.195872473,7.176107313,7.459016052,7.448007529,7.808131973,7.593805346,7.629574349,7.853573429,7.43013616,7.878996793,7.110178686,7.162192426,5.928495436,7.348968423,8.004140999,7.653556015,7.144026572,7.083635111,6.421702225,7.207732853,7.120201759,7.71843136,8.204625392,7.890110143,7.856067655,7.255247888,6.700362847,6.961542586,7.193378813,8.013898444,7.546319226,8.593337722,7.081272577
PPP2R3C,2.922880665,3.286621591,3.91291432,3.591329185,3.348482304,2.608439164,2.988455365,2.807551193,3.505254093,2.915693716,3.767802953,3.147506474,3.784449216,2.754909557,2.955390046,2.933588634,3.005301413,2.811080273,3.133604331,3.402378826,3.053646081,3.208347162,3.34198499,3.011536403,3.318854965,3.496621679,3.24606151,3.552966809,2.665551772,3.768535755,3.108817117,2.990614864,2.638518482,2.813938957,2.798084652,3.466054262,3.023985769,3.352057084,3.142232348,3.156686445,3.077231229,3.233708524,2.804068764,3.054633363,3.195928414,2.95266818,3.198933901,2.878298121,3.143776675,3.200576975,3.20357889,3.005929464,2.914053653,3.087877258,3.070807193,3.059059113,3.130394167,2.820031766,3.726427954,3.74067672,3.471889017,3.105207732,2.956312356,2.606686373,3.399606162,3.162028816,2.579298051,3.016064191,2.951578779,3.273779485,2.922281733,2.850176152,2.976472468,3.278059136,3.346310336,3.046471822,2.768487616,3.071933963,2.880534144,2.907796024,3.308717389
ADRB2,6.451241385,3.886489601,3.372498325,3.707939777,3.394533059,3.989327485,3.462461188,8.971932711,4.028529556,3.636278484,3.356349034,3.705050581,8.833875055,3.253619491,3.375688907,3.432567571,3.756016454,4.527555181,6.871927436,3.405248407,3.377116243,4.30467121,3.397403783,3.533614518,4.598006895,3.632439167,3.340872478,7.264448755,6.962161042,4.027941628,6.10074931,4.359318178,3.568102144,3.859935427,4.863083046,7.62503064,6.798638126,3.414595879,8.997992232,7.419102052,4.017674062,5.21614669,8.377431959,5.158388854,3.447542322,3.334507716,3.483316997,5.019113597,9.27327323,4.964711543,4.934704721,4.254931753,3.974779742,7.697157623,4.031375251,3.069580558,4.130776097,5.265538736,3.798991209,3.491058868,7.558790825,3.350159789,5.143848389,3.318407866,8.823789668,4.021602538,4.499047615,3.468915988,3.613967763,3.801615309,3.479299259,3.156945401,3.92447644,5.764926846,3.036280929,4.187033956,6.811320803,3.978125914,6.787039132,8.00538549,3.426641106
GRB10,6.189555997,7.815903174,3.332338421,3.495383237,9.475747262,7.725906786,5.875644851,6.908813906,7.056793481,6.842299279,6.205694799,5.882563407,5.497938401,7.354587197,6.165882018,7.271749874,6.504145415,7.256725663,9.600102426,9.00398739,7.0242861,7.408365592,8.631560933,7.670994148,3.607297497,7.345896756,4.78235853,6.902772138,6.494012621,5.446816363,6.325268704,4.064934434,3.466623709,5.412325195,8.381932884,5.940917307,3.587738716,4.452098402,7.418013464,3.39122649,8.629470945,6.502506269,6.639153749,6.508870685,7.455573337,7.050818461,8.12073874,6.563138135,3.398272171,7.233257601,3.571886141,6.286253866,7.919251072,6.619539568,7.646712496,8.009197764,7.37487797,7.626267782,6.605770899,3.721747516,3.408532587,6.068114285,6.709822988,6.084298611,7.522140051,8.074927079,7.942171918,6.023781207,3.228627657,7.131352863,7.49578165,5.610039953,7.00544316,7.371327069,7.096506134,8.020839653,8.998614494,7.088591684,7.259430503,6.107152769,7.765281386
MMP1,3.077504872,3.171176526,10.14659089,3.048618593,4.894036566,3.090848546,3.098274455,3.140147962,6.016395509,2.97684208,3.16906443,2.878145017,3.164190699,3.503490626,4.198449528,2.884749643,2.992810226,2.990055441,3.42781568,3.03677,3.440882625,3.248847159,3.214451052,4.719037773,6.681418404,6.380555188,3.128692553,11.0605132,2.989474014,3.154421885,3.101636673,3.13993632,3.401546926,6.000348323,2.990608736,3.025384682,3.869861865,8.908855025,8.556786893,3.103110232,3.562907448,3.800488465,11.81536222,3.284469082,3.133702022,4.786141776,6.666309777,7.586429546,3.803096659,3.146817443,3.058773175,2.939710399,3.111687859,3.151580223,3.132571573,3.473464863,3.804432887,3.521117173,2.999969726,3.017256835,3.153344281,4.475015906,3.251190281,3.064663522,12.91048438,3.295403835,3.103687949,3.243982289,2.920680484,3.130607981,3.04745862,2.999542304,8.433950896,3.576900359,7.655745862,8.677238594,3.303856452,9.643795957,2.811595385,3.001680284,11.0661143
CORO1A,3.58436688,3.662010705,3.368263317,10.30053942,3.36761363,3.293969999,3.360182231,3.536876118,3.765245193,3.578907673,10.09690554,3.434506577,4.001213172,3.073482394,4.870123508,7.499548686,3.370370643,3.197257279,3.358224656,3.169540142,3.567995097,3.424596547,4.900630372,3.372526266,3.120722287,3.67545373,3.707737045,4.150603872,4.958015473,9.542156348,3.43636408,3.7639011,4.122892491,3.734488489,3.461076609,3.499412676,3.234238912,3.469193567,4.382431358,9.669583949,3.349466575,3.805593514,3.145436079,3.603740198,3.291653807,3.35544617,3.188375827,3.424509688,3.878624782,3.356491504,7.653846616,3.663070125,3.385705593,3.628565821,3.559946033,3.354865251,3.240386504,3.613202166,3.574423996,9.39128367,9.571530094,3.769381631,3.332073148,3.311064296,3.321413486,3.243882633,3.77302017,4.775485736,3.235140093,3.528924312,3.80213242,4.041202164,3.579349595,3.769453647,3.688393632,2.994219517,3.360680811,3.613635674,4.394150939,3.578032613,3.181814478
XPNPEP1,6.207073523,6.964288866,6.713090692,5.539702169,6.266009559,6.163782503,6.101103391,6.478934345,5.151841757,6.470141431,6.490824643,6.735341134,6.29655172,6.010568054,7.114716488,6.410901029,6.957671125,5.35417216,6.677599258,6.252691877,7.474815827,6.237041739,6.135584783,7.587987768,6.226510476,6.564335107,5.897832233,6.692062291,5.881430511,6.114778814,5.920811622,7.433733764,5.701018976,5.757879972,5.69217963,5.66376837,6.028358192,6.267417311,5.972026952,4.558902673,5.901291337,6.256867579,6.070022735,6.63567612,6.722024765,6.429656142,7.057390492,5.987900386,6.427835833,6.315569622,6.430217351,5.760735554,5.79745516,5.667315895,5.984914279,6.827844302,6.040286347,6.167867094,6.489695353,6.008582687,5.873802172,6.230387707,6.263486977,5.817709397,6.277148014,6.280138787,6.389477279,7.179257286,6.249149596,6.864769164,5.895310626,5.4497953,6.473157694,7.065909249,6.258422526,5.886109806,6.47389404,6.177789311,5.902137255,5.745497968,6.707554465
MAMLD1,3.774161602,3.204683345,3.383670427,3.107747958,3.473533796,3.716382909,3.501399038,3.440272455,4.665390629,3.500404738,3.28546935,3.103154512,3.880879679,3.479626119,3.08220435,3.527250518,3.610925608,3.513311756,3.796576263,4.020453381,3.208896507,3.534541428,3.245567112,3.112153251,3.500985829,3.749273767,3.507498953,3.505869453,3.815505851,3.20178701,3.408714436,3.297350747,3.453159734,3.230291312,3.21053919,3.534204707,3.214198047,3.320161448,3.581492672,3.056647108,4.091134758,4.054183595,3.243634659,3.293835056,4.038708973,3.449622266,3.156573333,3.110373176,3.775425388,3.576503105,3.848359576,3.417832459,3.121324715,3.373877208,3.636010578,3.249992663,3.675564948,3.4528982,3.079074144,3.662315424,4.700639692,3.102144785,3.372010376,3.232334246,3.339497648,3.435993021,3.851509206,3.721247643,3.127457833,3.482632683,3.298625315,3.28691177,3.325184492,3.019268474,2.956049187,3.958101174,3.670417611,3.078571011,3.321638857,3.187789186,3.328426663
DSG2,2.939478128,3.227971297,2.955821808,4.02222665,7.03507923,8.37611862,8.035869376,8.183940506,5.479402993,7.784992684,5.474738741,7.236497575,9.174415733,9.602862749,9.381959068,8.531595828,8.789801539,8.097413999,7.423932185,7.113188207,7.834616797,7.562473672,7.843474395,9.398263817,3.032168629,7.165006975,7.495252767,7.62483397,7.323178755,6.692098928,8.39742132,7.994324501,3.09057983,7.556057662,7.37619864,6.638279346,8.107393801,7.536554252,6.417161562,7.806728658,8.558487954,4.877305325,3.214441533,8.024599475,3.880607287,6.943339019,7.726358794,6.922598277,6.432836241,6.708629769,2.96735735,5.975004177,7.166520482,8.476517987,5.45931245,6.346830837,6.660414853,8.707837709,2.720629178,2.7813778,3.432173985,3.113151113,6.119861928,8.405459783,4.654670322,6.136354029,8.612718712,7.540284715,8.93950175,8.817393713,7.177365712,6.191427809,7.754554145,7.715682854,7.758560781,2.7874899,8.479517027,7.79412907,7.393854484,7.378521218,5.22750679
SLC27A3,3.106184337,3.128441311,3.43440419,3.584913007,3.387482334,3.52266949,3.787922244,3.104659626,3.329540762,3.232603266,3.211211654,3.290852784,4.098201085,3.607423177,3.841666947,4.026233286,3.284470047,3.208494163,3.373018385,3.1350779,3.784586007,3.97988194,3.201728105,3.476264629,3.087787311,4.364861371,4.553033557,3.1829546,3.747606229,3.178318088,3.145511366,3.303541509,3.859751342,3.512511774,3.936659957,3.427417363,3.10574245,3.72988794,3.681338314,3.392122823,3.43953562,2.915090595,2.750710706,3.474542437,6.382305112,6.224539685,7.237435463,3.343583717,3.137165065,3.221957614,3.285751742,3.451653966,3.593273269,4.058576129,3.411647517,7.080373586,3.502514027,3.207040993,3.61539664,2.961130258,3.371649545,3.507664867,3.652422027,3.612334708,3.468752274,3.661960186,3.700540876,3.159292614,3.633050908,3.539248836,4.315964457,4.437074572,3.236244937,2.943771223,3.188199256,3.328625126,3.296079906,3.891390524,3.155341621,4.031863576,3.166294925
IL13RA1,6.482002931,5.319029643,3.774866729,8.220335336,6.347297504,7.024697231,6.908410935,5.29984194,5.772501047,6.183731983,3.208966685,5.022351695,5.09481361,6.596175955,5.069462787,5.457342836,6.024524744,7.281409813,6.659779962,6.613730884,6.697059726,5.11599531,4.646461657,5.118371046,2.998592208,6.114997479,5.332890918,6.778624392,7.329431099,3.359966604,7.374912945,6.000085954,5.80863862,6.173978863,6.369506079,5.368839842,4.984356616,5.697679753,6.367745628,3.366394358,5.987910854,6.022529714,6.811130446,7.488042026,5.955603739,5.459336741,6.369208345,5.928348654,5.974466665,6.73448159,6.498649109,5.116693036,4.763980299,5.635715043,5.316158188,5.736524178,6.359247632,5.322656579,3.521656259,8.155199625,7.646596772,5.328742474,5.333277054,5.515567183,5.893300265,5.528781591,3.572253602,5.775547231,6.294835232,5.167557289,8.190798045,6.653495328,5.794871153,4.636187489,5.371517318,5.422836122,6.40938679,5.071062834,6.175464742,3.567902938,5.375683026
AGL,5.459844146,5.987061671,6.237067472,6.136572492,4.584542005,5.346425893,5.448981855,5.675366262,5.518530012,5.371520035,6.179395053,5.431709909,5.57270761,6.508662243,6.852387143,4.615121638,6.566932441,5.115152136,6.043525164,5.489317387,6.640484034,6.422516133,6.906425948,7.305173632,5.562211347,6.345753843,4.959600513,5.81904379,7.34572283,6.523052141,5.963005139,5.568789608,6.509878825,5.857228862,5.771268751,5.503867305,6.881516451,5.874581702,5.21053364,4.657047721,5.849063872,5.811039382,5.593367901,6.510677817,6.485686789,5.507827962,5.85095784,5.388876405,4.20549669,5.958351128,5.903013001,5.091936792,5.147776921,6.199005302,5.733071392,5.661773285,5.122051692,5.349539683,7.406478617,6.426409562,6.833893173,5.738716083,5.477070266,5.883407417,5.881742799,4.993730837,4.518962886,5.849982607,5.981703184,6.18023593,6.374662486,5.925322428,6.331126507,6.238940543,5.707463611,4.877025437,5.949497553,4.851179217,6.697511259,5.48908697,5.889389067
CDC25B,6.526416969,5.787174156,5.748190329,4.371818291,6.625863867,4.922905555,6.677959082,4.188228725,7.415384533,4.106589054,6.553246793,5.689908644,5.675283193,5.938505501,6.385498111,5.951692514,6.372695244,5.107687195,5.671207069,5.968458505,5.561041064,6.443580597,4.814394797,6.489673943,4.031576078,6.479309884,5.726741518,5.546245843,5.754188862,6.290742292,4.99551373,4.515108096,4.814158229,5.484634088,5.525186519,5.157957662,4.710501936,5.470002804,6.506549742,5.952843492,6.104069663,6.402946483,6.879354472,5.557127196,5.87161808,5.970096951,5.143778417,7.031627417,4.919946889,5.281306993,5.169237932,7.171089587,5.033469595,6.001942353,5.870719695,6.298918249,5.320866191,4.304833413,5.727170564,4.795895662,4.857269343,4.583798748,5.119002792,3.693290336,4.356359841,4.778866552,5.372206182,6.141869083,5.74121277,5.112477871,4.363692531,5.599023356,4.614217068,4.299037166,5.243871498,7.41313965,5.994859087,5.671475609,6.025296384,4.901550854,5.398836887
GATA3,4.082072741,2.963845713,4.523092372,9.487316007,3.657861769,3.354130942,3.82958322,3.040313542,3.822565503,6.277195454,7.527990452,5.729379775,3.020308014,5.607254169,3.268585842,3.532685407,3.626957289,6.797163321,5.114175228,5.249742413,3.838237123,4.034538839,3.17808276,3.084694963,3.588784421,2.974467427,10.68574271,3.670732366,6.667477994,7.8396663,3.447845693,5.873434055,3.241080282,7.045019182,3.14337876,4.957709674,4.134400232,3.338743881,4.287506794,3.037616823,3.061846965,5.531791598,3.595725294,3.914392251,3.180614166,3.140399521,3.013911283,2.92841371,6.381586993,3.008050404,4.283453965,3.573607313,10.25169131,5.378583242,3.492029454,2.97125651,3.408104606,3.31499584,4.214405639,8.503875835,9.093488592,3.014516751,3.068940361,4.57047687,2.957580937,3.38222395,3.364624611,3.048259102,7.288523708,3.173694326,3.32744496,7.770951016,4.351542725,3.268957633,2.928562659,4.736182022,4.032815511,4.245831247,3.374898194,2.950627185,3.071651263
RPA3,8.796653715,8.736143324,8.222290839,8.571644235,8.997043786,8.92652117,8.405604204,8.52659487,8.263774962,7.857792629,9.754234146,8.662947259,8.922835034,8.376741159,8.925808512,8.354273692,8.158926707,8.213338207,8.655762981,7.741152208,7.655806914,8.59567439,9.337674502,8.5947557,7.689458565,8.64943577,8.484040979,8.550172965,8.664234545,8.80626507,8.870163432,8.988368959,8.708449365,9.08870826,8.020231644,8.82033968,8.208781254,8.576634435,8.814979212,9.114473579,8.44114308,8.387325987,8.639289699,9.369435034,9.01081226,8.609809981,9.103842105,6.491027774,8.454492482,8.469878898,9.297111739,8.366663158,8.65109745,9.195737705,9.58207798,8.127846897,9.07108127,8.713415328,8.548104673,8.049508571,9.374848596,8.555063225,7.834380475,9.114386476,8.758155042,7.574128091,7.478903133,9.40461485,9.518578391,8.913358971,9.278960641,9.006987717,7.961764155,9.634324127,7.021893927,8.669697488,9.799676575,8.295141876,7.968683607,7.948196533,8.515637879
TES,3.636320928,8.255199972,8.107493273,7.266486497,7.426537269,7.771702776,7.366608734,7.832599919,3.786431651,7.994405681,6.502134488,8.529836181,7.72471589,8.667363501,8.554219832,7.566382063,8.605916301,8.114689545,8.675735388,7.827925534,8.662830681,9.025603112,8.397339288,8.31745176,7.45491029,7.265049569,6.97205197,6.556562057,7.157437898,3.252810384,5.196098856,6.425652453,3.342399298,6.457860003,9.846544261,7.596354732,6.3040511,6.670717928,8.379544455,7.811604136,7.827569701,3.340636052,3.596253515,5.843598026,4.424047267,7.05023674,6.165789782,7.698790421,5.978278189,3.638444462,4.871105328,8.899307609,3.441756292,7.572942017,3.121081013,7.054116614,6.571665065,8.861966398,6.754269592,7.87027375,7.705014426,7.228346453,6.036886752,7.580147211,4.226550804,7.714884606,7.865534962,6.068594852,7.119589827,6.835908613,6.310805294,7.986471368,8.892833664,7.269956599,6.253627284,6.544061402,6.925718523,8.462211704,7.960668825,6.682885177,7.241288507
SPR,7.594453902,6.750548309,6.268107004,4.946895322,6.735083,7.897503009,9.215519575,8.143548631,5.310152565,8.061065527,4.255656764,7.422345033,7.786527595,8.3032368,8.524246233,8.214477165,7.499447351,7.745392247,7.472270252,4.884878987,7.469987376,6.738626419,5.934480073,7.533579749,7.528992051,7.003747637,8.213471483,8.343061434,6.936474135,4.575984738,8.753670567,7.676129078,8.485717442,8.145128047,6.103642578,7.896698928,6.152213967,5.936169668,7.892436518,5.05617426,6.63712434,6.003875242,6.850101875,5.688240009,7.662602855,7.711326938,8.492374128,6.898568476,7.502610657,5.677458827,5.504186929,7.773038213,6.426794306,7.852102168,5.703164504,7.849014934,7.069644942,7.501023841,7.346460469,4.288847741,6.664205442,6.367927596,7.35423794,8.467726427,7.019510681,7.884505182,7.166825709,5.770492963,7.809421879,8.577172168,6.739396876,8.552378536,7.819933341,5.08542561,8.32360712,6.679172042,7.444845427,6.610887295,6.977309237,7.530167086,7.715837481
